Year_Recorded,Month_Recorded,Price_Aluminium_per_Ton,Price_Tin_per_Ounce,Price_Copper_per_Ton,Price_Iron_per_Ounce,Price_Steel_per_Ton,Inflation_Rate_Percentage,Aluminium_Price_Inflation_Adjusted,Tin_Price_Inflation_Adjusted,Copper_Price_Inflation_Adjusted,Iron_Price_Inflation_Adjusted,Steel_Price_Inflation_Adjusted,Price_Chromium_Adjusted
1996,Feb,2499.660728699552,665.05,1107.9,4160.8,841.63,3438.64,1619.06,1124.04,3564.53,1912.57,1722.13,2966.76
2019,Oct,2499.660728699552,4696.52,3518.75,2676.48,4093.36,253.61,1072.26,3474.11,3696.2,510.99,4259.75,1978.29
1993,Sep,4744.65,3172.43,3630.26,2549.7043023255815,3182.81,2820.48,2032.62,2465.7677825159913,2630.4669939305713,4485.43,935.81,4984.02
2007,Sep,4032.25,3532.87,1730.66,3953.8,513.0,213.35,4334.12,1323.46,677.29,4533.88,269.4,2554.21
1994,Dec,2042.02,1002.01,2063.66,333.49,2535.4667800453517,2918.6,2245.01,1893.21,4563.73,3417.92,4818.27,2305.9
2016,Sep,3489.96,4944.73,3294.12,2519.82,4061.01,3699.56,2706.36,4185.0,4529.99,1612.61,2847.17,1326.77
1993,Mar,3801.95,86.99,4515.43,2474.11,4722.61,2734.36,2156.71,2691.75,4402.26,3145.86,4089.09,4107.97
2003,Jun,1504.97,432.44,91.19,3348.75,1592.78,503.87,2197.95,3420.54,3426.23,176.45,4937.86,2131.33
2013,Jul,3611.88,3157.64,3639.78,2549.7043023255815,1369.85,543.57,4764.6,2348.24,3785.19,3003.83,2647.76,4035.44
2003,Jul,1056.87,2895.11,2244.06,969.9,3650.59,2387.51,1284.21,1958.68,163.57,2964.63,3885.55,3931.6
2023,Jun,4547.61,1081.42,3389.76,1414.27,1946.95,3562.56,33.43,1183.1,2589.04,1496.94,2200.74,1384.9
2008,May,506.1,4694.44,634.53,4479.31,999.65,2803.79,1239.85,3191.0,665.99,1867.13,4592.51,2464.9593049327354
1998,Feb,4256.17,4829.17,3265.26,3758.61,1638.47,977.54,1885.04,928.42,4571.85,1571.05,1450.53,1328.54
1990,Mar,4669.14,3330.14,4917.06,2549.7043023255815,2535.4667800453517,2672.09,2557.26,1845.61,3530.65,1214.92,4154.65,2034.82
2018,Apr,2302.32,2195.51,916.48,52.28,3651.96,4308.78,4119.81,921.1,3241.57,269.92,3371.48,2633.4
2003,Aug,3945.58,773.73,2867.35,4414.61,802.2,3099.46,2102.01,2115.54,4289.09,4030.58,1408.45,2624.77
2006,Apr,383.71,1193.4,2998.54,2019.35,1355.97,4875.91,4091.51,1960.83,2524.12,2030.69,3641.03,213.47
2001,Nov,4638.22,158.0,997.58,2665.31,1123.84,3222.93,1684.42,1699.75,1917.71,2758.14,2036.73,250.91
1999,Dec,3956.46,1175.09,649.29,2547.54,1538.5,3257.37,603.32,4917.42,3140.26,2568.1679128440364,1770.14,1215.1
2014,Apr,2499.660728699552,3668.02,2128.9,227.07,2648.54,4869.53,947.44,3791.09,4579.2,4480.7,2925.41,685.48
1999,Jan,2850.52,408.09,3120.74,1708.2,2535.4667800453517,16.87,565.48,3747.72,2031.82,1551.31,3248.43,4641.62
2012,Apr,530.39,2482.9329770992367,4721.44,3584.56,1708.15,1427.02,1939.5,2957.07,1135.07,772.63,2355.45,4257.25
1993,Sep,4947.39,1510.36,222.31,4007.94,2429.17,3948.53,1475.55,1580.84,2320.42,4508.67,1989.71,1530.86
2008,Feb,3957.95,4996.9,4297.53,1311.47,4736.1,2918.41,2025.42,812.66,644.77,4601.18,1272.33,2924.03
2013,Sep,4666.86,3902.89,3613.47,4758.0,2535.4667800453517,526.46,2727.21,885.84,2630.4669939305713,3290.68,2745.11,295.74
2000,Feb,3270.83,2655.13,4021.15,4474.94,3469.18,3061.7,3293.62,3897.91,2630.4669939305713,4414.88,4960.05,2464.9593049327354
2024,May,3577.9,1215.2,3660.42,971.82,1366.2,593.4,3421.31,1457.78,1582.83,341.69,3789.84,3729.38
2021,May,4392.8,2785.34,2508.5359800664455,3257.36,4148.26,1016.52,2215.59,1180.59,4129.42,3269.01,550.81,3739.29
2008,Oct,190.39,2482.9329770992367,418.97,2549.7043023255815,2918.2,4747.85,3236.43,356.6,2724.91,2772.2,209.47,1156.34
2015,Nov,1545.36,732.67,733.12,2549.7043023255815,3490.66,4300.3,2828.32,4491.53,734.29,3381.14,2710.19,4978.34
2008,Mar,2499.660728699552,1454.62,4107.3,4988.84,3545.93,522.12,4133.27,1149.35,3238.62,2853.6,2847.4,4341.35
2019,Apr,1313.31,1448.27,3683.56,2017.69,4717.6,107.68,481.09,3617.66,808.5,995.53,2312.43,501.86
1999,Oct,2170.71,2611.73,1709.62,1263.11,2535.4667800453517,469.35,865.31,3167.69,2229.2,2568.1679128440364,3557.31,3096.88
1993,Jul,3038.04,1025.16,3297.13,4131.41,2535.4667800453517,2903.04,1720.23,620.12,2519.57,3948.17,1451.83,2551.67
1991,Feb,951.65,692.32,3139.51,4182.9,1604.83,4044.69,4904.13,4524.9,811.0,1944.44,3125.96,2608.45
1999,Mar,1425.63,2695.25,2679.56,2707.8,2535.4667800453517,1816.81,2180.36,768.65,1441.4,2568.1679128440364,2646.6,2737.1
2018,Apr,2499.660728699552,2482.9329770992367,3422.05,67.36,4994.48,2986.2,1877.5,4437.41,4267.34,4903.53,2633.52,2419.98
2013,Nov,3396.87,2227.42,573.97,4687.21,2999.47,369.36,2679.74,1020.53,1204.46,2886.1,2403.56,1857.7
1997,Dec,4346.57,938.93,2845.67,1984.55,2535.4667800453517,326.43,1285.75,4283.09,1183.58,3755.05,2286.04,4185.25
2007,Aug,4024.83,1950.69,108.9,4909.29,2276.39,1053.92,2260.93,2552.0,4693.36,2822.69,1137.41,2933.88
1998,Feb,2499.660728699552,3549.3,2465.41,2549.7043023255815,904.74,1725.52,4732.68,3527.38,2630.4669939305713,273.38,4692.68,2384.13
1993,Oct,1106.6,1139.33,3048.64,2096.63,3003.46,4488.99,1553.35,4886.46,4027.96,427.09,4300.81,2464.9593049327354
2011,Jan,3170.09,2913.68,4595.63,4142.42,614.34,3743.27,2439.1788392857147,751.17,4306.38,4058.06,1071.93,631.75
1998,May,832.51,323.35,809.53,2549.7043023255815,85.38,234.13,3857.46,3844.34,1057.06,344.46,4414.6,2464.9593049327354
1999,Jul,4791.13,13.87,3679.43,235.17,2535.4667800453517,3129.7,4353.08,171.23,1915.01,2593.12,4629.62,4104.78
2015,Nov,3292.01,1290.83,296.98,4362.96,2097.38,1891.45,4554.34,4772.87,4387.77,3472.23,3226.78,3459.8
2002,Feb,3634.93,3219.85,369.1,3655.06,3492.13,4180.36,1581.74,2244.11,2858.79,4925.3,1182.64,807.43
1993,Jan,2490.27,908.45,352.34,4841.63,1847.71,2012.17,4088.52,364.26,2505.61,322.41,168.62,2464.9593049327354
2021,Feb,2508.88,3891.65,305.18,4857.12,4567.32,4234.03,370.36,2465.7677825159913,312.24,3627.86,405.07,52.79
1998,Oct,3810.95,2482.9329770992367,4923.11,2788.92,792.47,1133.37,2100.81,1382.02,2814.69,4839.53,1281.59,2836.4
2004,Mar,3807.88,2368.25,904.95,192.63,2115.48,4197.27,1492.14,4214.16,2200.76,2210.62,1051.44,3506.71
1990,Jan,2069.39,1438.5,4906.46,1188.43,3334.08,1385.67,3107.35,1694.47,938.4,1176.16,3815.69,1991.31
2019,Nov,3959.94,1504.6,89.16,1584.56,4371.6,1148.0,1331.37,1672.81,124.84,504.28,4009.02,1607.86
2020,Dec,1766.33,3743.17,849.64,3074.76,2757.4,2568.39,217.17,4718.04,2630.4669939305713,2614.63,2701.63,2441.93
2014,Jan,2576.14,1669.54,4512.14,2080.26,3521.28,665.91,2774.16,4044.19,3594.66,1889.49,2438.0436627282497,4365.59
1997,Dec,1516.13,4474.65,3187.27,2549.7043023255815,2535.4667800453517,826.82,4091.41,4291.65,2555.56,4497.75,3098.77,4868.52
2005,Jan,3001.35,997.85,4655.99,4572.63,2535.4667800453517,3427.35,3535.32,3166.66,350.06,2172.19,1358.71,3048.67
2009,Jun,69.88,3131.25,367.58,4248.42,2425.03,3631.5,3284.68,4635.45,4655.28,2980.8,2893.5,3371.43
2009,Nov,4728.2,3220.36,2218.64,2222.61,2452.74,3124.15,4441.87,4763.53,4789.93,1052.91,134.6,2839.48
2012,Jul,824.02,1703.91,4207.0,4715.44,2028.4,4845.31,3920.33,2134.58,4337.27,2975.31,1997.59,1208.42
2020,Oct,68.19,2234.39,1777.1,2549.7043023255815,629.7,3338.47,2902.78,779.87,355.6,3057.69,2101.55,1721.46
1991,Apr,4199.19,3639.36,4627.41,3646.38,2535.4667800453517,853.17,101.88,276.47,4471.06,539.78,2692.34,1381.53
2016,Nov,3892.98,1811.51,3059.12,1688.06,2535.4667800453517,4427.51,2487.26,360.58,2808.18,1680.65,1843.3,4098.97
2021,Jun,175.3,4866.29,2508.5359800664455,2769.46,2261.84,1610.14,522.49,768.8,161.15,3237.81,2485.32,4900.51
1996,Jun,227.52,535.36,237.89,3515.27,381.04,4245.82,2732.57,3574.93,2792.36,2066.42,1703.12,404.34
2008,Dec,1320.94,1370.45,3246.09,1925.77,1772.77,2479.4544587352625,1899.44,1364.67,2304.12,4776.88,2844.77,115.65
2012,Sep,720.3,1127.98,4064.51,2076.63,4383.1,4304.71,2439.1788392857147,4668.45,3106.2,4640.0,3124.03,860.75
2014,Sep,577.71,2149.2,2841.34,4818.08,2159.06,548.09,2836.72,593.34,1097.59,3495.83,534.8,4248.47
2010,Nov,77.46,2555.01,3621.59,2262.36,3700.4,2551.19,209.45,1135.2,3028.75,3358.45,459.61,1336.75
2010,Sep,1233.93,4179.23,3071.0,4597.86,251.39,1455.92,1287.91,103.37,2893.64,2735.13,2769.34,502.95
2004,Mar,3790.73,2361.55,4454.43,2606.23,3221.47,4073.32,2397.7,2465.7677825159913,2695.56,1329.29,3537.11,606.01
2007,Dec,415.3,2951.46,4914.46,1004.31,625.36,736.12,1277.35,2639.66,2562.24,4165.59,2062.36,1189.6
2014,Nov,1418.82,828.26,295.82,4643.82,405.64,698.74,783.92,4770.58,2228.85,3278.85,1374.0,3675.59
1992,Dec,108.34,423.0,4451.76,2201.37,4685.7,3304.84,3520.71,2736.18,2921.81,4939.83,2997.08,1795.04
1995,May,4228.0,2757.19,2018.19,3628.87,595.15,1839.44,4389.98,4216.05,3765.27,4147.64,1342.85,3674.11
1992,Oct,2499.660728699552,3809.68,2665.18,304.06,1929.06,4225.35,1631.55,4311.66,1842.88,2546.66,762.29,4860.68
2002,Jan,3676.74,136.73,818.1,2549.7043023255815,4155.91,1334.35,2989.11,4523.1,1450.33,4044.72,4632.05,1572.94
2019,May,2968.69,1640.33,4775.26,2230.13,3615.43,518.79,3745.14,876.06,3463.89,4279.65,4893.91,4404.4
2005,Aug,4356.74,4060.09,3530.08,3798.27,88.45,470.73,371.19,75.66,1731.44,4468.42,3361.75,2893.79
2024,May,3267.0,3043.23,3060.9,3682.02,3791.18,4162.38,2942.24,2276.84,1728.76,3843.85,675.65,4821.17
2003,Jun,2499.660728699552,1521.6,2472.55,1645.25,2657.32,3839.83,4219.97,2846.66,3058.18,4162.25,3307.38,183.37
2000,Apr,439.94,540.62,2689.62,3609.42,2145.48,4915.32,4677.52,1416.54,3099.99,1747.73,1123.95,470.95
2024,Jan,4883.81,346.0,580.39,2805.04,961.72,2479.4544587352625,4626.86,4408.8,2630.4669939305713,372.83,3826.47,2464.9593049327354
2011,Jul,2884.47,4714.5,2032.0,3007.75,3470.71,3502.98,4284.02,1038.26,2431.53,4492.15,1471.48,3184.51
2016,Jun,1867.05,938.9,2549.82,4857.28,3052.3,463.3,1427.87,888.9,2429.49,2559.99,3940.26,1935.87
2019,Nov,1435.27,567.05,3823.72,1795.84,165.85,1636.42,558.85,108.52,2630.4669939305713,2665.1,3247.91,2609.96
2010,Jan,4553.4,2292.78,2542.88,3269.58,3242.35,4980.32,2650.15,2189.98,4585.08,985.44,2623.04,2816.06
2001,Oct,3079.18,1437.91,2508.5359800664455,4154.24,2589.12,185.06,1319.88,501.86,3606.73,2094.77,54.54,4004.84
2012,Nov,2648.46,673.12,2495.3,2549.7043023255815,722.04,167.97,2255.29,3881.61,1558.12,596.28,586.8,3036.15
2006,Aug,1760.9,508.42,400.42,4478.44,2535.4667800453517,1320.1,3613.96,51.65,2958.08,1979.44,670.82,2522.51
2002,Jan,2342.85,4455.45,1010.54,2965.31,1827.76,3466.94,2927.07,3535.69,2048.15,1458.35,1935.53,133.32
1992,Jul,3798.85,4982.05,4598.78,3137.1,1616.21,3803.5,3090.12,257.34,4382.98,1451.12,3566.02,2158.78
1998,Sep,953.27,4768.45,3002.07,804.75,2647.5,3991.36,1749.13,2886.39,2830.38,4945.54,2470.88,1023.36
2014,Aug,4540.92,1117.27,3119.33,2549.7043023255815,2535.4667800453517,3603.93,757.72,3650.44,3221.28,3719.9,2722.41,2435.46
2005,Jun,3867.54,645.6,4283.77,2868.64,1653.55,3078.67,471.69,1947.54,3010.97,1567.31,1994.47,352.52
2013,Aug,4730.47,4396.13,4260.32,2549.7043023255815,4426.56,4506.62,2439.1788392857147,1443.45,2630.4669939305713,2568.1679128440364,3895.11,3210.1
2023,Oct,957.85,3798.8,2766.65,396.34,2934.46,4074.86,732.27,4770.93,4500.93,605.59,2316.09,2464.9593049327354
1994,May,1488.18,4797.57,2357.41,3169.13,3806.75,728.37,1880.86,2174.75,958.62,3679.04,2502.75,2194.67
2013,Oct,3359.82,4310.79,996.01,548.9,1498.87,4695.31,2439.1788392857147,3261.86,1002.88,3435.04,768.29,114.64
2009,Oct,2150.23,1317.93,1979.98,2792.47,645.56,2619.08,424.63,3697.27,1238.72,4282.1,1112.85,3492.26
2014,Apr,1917.01,3226.75,2418.33,1140.64,2215.99,36.25,3610.72,3373.53,4072.84,1034.86,4712.0,805.72
2001,Nov,4297.66,1002.33,4398.17,4016.22,2535.4667800453517,2329.63,140.05,3882.52,1542.79,3233.13,963.62,1653.8
2013,Jul,1909.52,3243.01,220.53,2872.87,4268.62,365.65,4927.78,2971.54,1323.67,1186.5,2166.7,45.09
2007,Mar,4294.03,481.96,1989.96,3882.78,4406.51,1938.5,4348.44,4087.88,2689.14,806.76,4128.14,4554.44
2003,Dec,510.01,4212.9,4441.28,2486.5,1719.84,1600.36,1120.09,4929.1,2989.0,74.77,4061.7,653.29
2002,Apr,4358.79,1472.12,3454.95,1925.66,4363.38,561.92,507.33,2237.84,1200.72,4930.0,4117.71,1060.68
2003,Sep,4818.31,2794.23,4796.61,2844.76,2247.96,861.25,1516.2,3383.62,4975.71,2493.55,383.69,844.0
1990,Dec,1388.72,3750.0,4823.65,3224.85,2669.61,4358.25,3525.18,1679.15,2910.02,2568.1679128440364,3826.25,2067.63
1997,Jun,1277.75,3220.72,3889.24,1288.67,3720.54,3069.58,4889.56,4314.64,2683.01,2568.1679128440364,2579.15,4289.95
2003,Sep,3821.26,1418.75,3798.23,3623.7,4687.89,1125.38,2650.26,2582.63,1080.6,1017.15,1371.91,4710.56
2000,Apr,1386.98,1322.77,3858.98,3413.3,2535.4667800453517,4179.94,1404.29,3205.97,4824.38,1304.24,3688.55,2979.86
2003,Jun,1607.69,3140.54,1012.63,1601.22,4921.33,2641.67,1849.0,3766.62,2681.07,90.63,3825.77,2010.49
2023,May,458.94,4542.28,3625.3,1241.35,3779.92,1457.96,2015.82,4432.0,1411.82,3903.09,4311.69,2464.9593049327354
1992,Sep,4455.01,651.15,251.4,30.83,1207.0,3542.73,2654.57,840.8,4380.37,243.81,3094.87,3892.22
2008,Apr,4282.16,2573.92,1931.69,1042.82,826.41,2376.52,3821.19,1963.96,3927.52,482.91,1633.82,4650.09
2024,Feb,2499.660728699552,4618.4,412.38,61.02,2863.2,3190.47,3480.23,3859.04,3720.65,1433.93,4114.22,769.55
1999,Jun,1901.44,3786.36,1218.78,3063.68,3588.44,3620.49,1888.01,854.26,4190.94,2881.28,3038.83,964.11
1997,Aug,1496.87,3743.51,4192.71,286.05,607.92,1506.95,4150.2,4937.32,2631.82,403.32,2311.71,1117.36
2013,Aug,328.05,3342.32,2508.5359800664455,4708.84,557.47,3814.44,209.06,778.47,161.98,78.39,117.55,2146.95
1999,Feb,1000.85,1135.06,3360.36,3845.51,3980.77,2256.13,233.37,930.77,2321.07,2147.78,3770.5,4043.15
1995,Jun,2499.660728699552,2752.74,2928.64,3580.89,2535.4667800453517,4409.27,2801.73,1522.71,211.79,2568.1679128440364,984.1,393.13
1990,Sep,1933.84,1901.86,2984.02,3889.65,4815.42,4378.54,2433.5,2617.0,203.99,3985.06,1047.32,3856.1
1993,Feb,248.66,2811.38,2291.51,4753.02,3711.62,3092.56,4440.81,968.89,463.15,3449.87,1301.06,3919.31
2003,Apr,4949.31,3053.63,76.24,4519.85,1199.22,2586.09,2439.1788392857147,3291.6,2828.59,414.53,2438.0436627282497,1589.15
2014,Oct,350.66,4321.33,1208.88,4723.66,913.25,3485.7,4276.19,2247.15,2671.04,1402.91,1786.78,3463.01
2016,Sep,1048.94,199.27,4517.66,4580.68,3102.09,680.69,3190.79,3580.0,4842.42,981.12,2599.47,47.19
1993,Nov,1741.95,4360.21,321.34,4447.14,2535.4667800453517,2339.02,2439.1788392857147,1718.64,4296.1,2568.1679128440364,3905.61,3210.76
1997,Jul,2391.77,2482.9329770992367,1303.81,2651.52,4352.17,3630.53,1032.11,604.33,3034.63,307.27,2303.59,2464.9593049327354
2014,Oct,1969.85,3677.49,2494.23,3699.76,416.05,423.9,4256.37,2961.39,1817.87,4957.2,4134.55,1155.75
1994,Jul,2676.35,4583.73,2448.15,1535.36,4606.76,4122.78,2547.46,3862.09,3755.98,534.55,4639.31,3666.33
1990,Oct,2798.85,4815.98,3685.92,4812.46,940.5,1854.9,4733.62,1360.89,2944.07,4722.95,896.68,1380.93
2024,Oct,2747.17,2698.56,731.83,4257.28,3127.19,3648.4,1327.95,3417.44,4631.28,3514.91,3418.72,172.44
2011,Jun,4802.9,3380.36,117.12,2549.7043023255815,1174.87,4447.45,638.78,3132.07,2383.47,2198.73,123.95,1760.84
2007,Aug,4095.02,1657.71,2508.5359800664455,48.52,1003.08,176.16,1058.37,4260.79,1915.3,3990.01,3140.15,3841.66
2023,Apr,2499.660728699552,2193.3,2938.46,1413.89,4548.57,3752.5,278.75,4946.69,3847.85,2121.18,57.04,1224.56
